,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,knn,rfc,log,gb,sgd,lda,svc,mlp,result
0,2.0,2.0,3.0,5.0,16.0,11.0,1.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
1,3.0,4.0,4.0,4.0,7.0,9.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
2,3.0,2.0,5.0,5.0,18.0,16.0,3.0,3.0,0.0,0.0,2,0,1,1,2,1,2,2,2
3,4.0,6.0,6.0,4.0,13.0,9.0,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,2
4,10.0,0.0,11.0,1.0,9.0,14.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
5,8.0,2.0,10.0,2.0,11.0,6.0,3.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
6,4.0,6.0,4.0,16.0,14.0,11.0,3.0,2.0,0.0,0.0,0,0,2,0,2,0,2,2,0
7,5.0,3.0,5.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,1,0,2,2,2,2,2,2,1
8,5.0,4.0,6.0,2.0,7.0,12.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9,1.0,2.0,1.0,4.0,8.0,4.0,0.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
10,4.0,4.0,5.0,8.0,9.0,7.0,4.0,1.0,0.0,0.0,2,0,1,0,2,0,2,2,2
11,7.0,2.0,6.0,2.0,15.0,9.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
12,7.0,1.0,7.0,3.0,8.0,6.0,2.0,3.0,0.0,0.0,1,0,2,2,2,2,2,2,1
13,7.0,1.0,11.0,1.0,9.0,9.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
14,4.0,5.0,2.0,5.0,10.0,12.0,1.0,3.0,0.0,0.0,1,0,2,2,2,0,2,2,1
15,1.0,3.0,5.0,3.0,7.0,14.0,3.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,1
16,7.0,4.0,8.0,2.0,6.0,15.0,0.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
17,6.0,5.0,6.0,7.0,10.0,11.0,4.0,1.0,0.0,0.0,2,0,2,0,2,0,2,2,2
18,3.0,5.0,8.0,5.0,9.0,9.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19,4.0,3.0,4.0,2.0,7.0,8.0,2.0,4.0,1.0,0.0,1,0,0,0,0,0,0,0,1
20,4.0,3.0,8.0,6.0,10.0,8.0,2.0,2.0,0.0,0.0,2,0,1,2,2,2,2,2,2
21,9.0,5.0,4.0,2.0,16.0,14.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
22,8.0,5.0,6.0,2.0,6.0,9.0,3.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
23,9.0,5.0,6.0,3.0,13.0,7.0,3.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
24,1.0,3.0,2.0,5.0,11.0,15.0,2.0,3.0,0.0,0.0,0,0,0,0,2,0,0,0,0
25,1.0,6.0,3.0,4.0,12.0,10.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
26,6.0,3.0,4.0,6.0,16.0,15.0,0.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
27,3.0,2.0,5.0,4.0,10.0,7.0,2.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
28,6.0,10.0,5.0,5.0,14.0,7.0,4.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
29,4.0,5.0,6.0,8.0,11.0,7.0,3.0,1.0,0.0,0.0,2,0,0,0,2,0,2,2,2
30,5.0,6.0,5.0,3.0,4.0,14.0,0.0,3.0,0.0,0.0,0,0,0,2,0,2,0,0,0
31,5.0,7.0,8.0,5.0,8.0,8.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
32,4.0,2.0,5.0,3.0,10.0,14.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
33,3.0,5.0,3.0,11.0,10.0,7.0,1.0,2.0,1.0,0.0,2,0,0,0,0,0,0,0,2
34,12.0,2.0,8.0,1.0,6.0,5.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
35,5.0,2.0,6.0,1.0,14.0,8.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
36,8.0,3.0,9.0,2.0,6.0,12.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
37,3.0,2.0,3.0,2.0,10.0,10.0,2.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
38,4.0,6.0,4.0,13.0,10.0,11.0,2.0,1.0,0.0,0.0,1,0,2,0,2,0,2,2,1
39,1.0,7.0,6.0,1.0,11.0,13.0,6.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
40,4.0,3.0,4.0,6.0,11.0,8.0,1.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
41,3.0,4.0,3.0,3.0,9.0,11.0,2.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
42,7.0,4.0,5.0,3.0,15.0,10.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
43,5.0,2.0,10.0,2.0,10.0,9.0,3.0,3.0,0.0,0.0,1,0,1,2,2,2,2,2,1
44,9.0,3.0,10.0,3.0,10.0,14.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
45,2.0,4.0,2.0,5.0,12.0,12.0,2.0,1.0,0.0,0.0,1,0,0,0,2,0,0,0,1
46,9.0,1.0,10.0,1.0,9.0,7.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
47,4.0,4.0,3.0,4.0,10.0,9.0,2.0,5.0,0.0,0.0,1,0,2,2,2,2,2,2,1
48,6.0,2.0,13.0,0.0,9.0,10.0,0.0,2.0,0.0,0.0,2,0,1,2,2,2,2,2,2
49,2.0,2.0,1.0,3.0,7.0,15.0,1.0,3.0,0.0,0.0,0,0,2,2,2,2,2,2,0
50,3.0,8.0,7.0,9.0,7.0,11.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
51,8.0,6.0,2.0,6.0,8.0,9.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
52,3.0,3.0,10.0,3.0,6.0,11.0,4.0,2.0,0.0,0.0,2,0,0,0,0,1,0,0,2
53,6.0,9.0,13.0,5.0,19.0,12.0,2.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
54,3.0,3.0,4.0,6.0,13.0,10.0,2.0,1.0,0.0,0.0,0,0,2,2,2,1,2,2,0
55,10.0,3.0,10.0,3.0,9.0,6.0,3.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
56,2.0,1.0,5.0,6.0,10.0,14.0,4.0,2.0,0.0,0.0,2,0,1,1,2,1,2,2,2
57,1.0,4.0,1.0,4.0,7.0,6.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
58,11.0,4.0,10.0,1.0,6.0,8.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
59,6.0,3.0,2.0,5.0,13.0,9.0,3.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
60,3.0,1.0,6.0,3.0,13.0,13.0,3.0,1.0,0.0,0.0,2,0,1,2,2,1,2,2,2
61,3.0,7.0,2.0,10.0,11.0,10.0,2.0,4.0,0.0,0.0,0,0,0,0,2,0,0,0,0
62,1.0,7.0,5.0,7.0,7.0,9.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0
63,7.0,3.0,8.0,1.0,10.0,11.0,2.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
64,11.0,7.0,6.0,1.0,9.0,9.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
65,2.0,7.0,3.0,3.0,10.0,10.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
66,2.0,4.0,5.0,14.0,8.0,11.0,3.0,1.0,0.0,0.0,2,0,1,0,2,0,2,2,2
67,9.0,3.0,5.0,2.0,10.0,10.0,2.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
68,1.0,4.0,7.0,8.0,11.0,10.0,1.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
69,3.0,3.0,5.0,2.0,11.0,13.0,1.0,3.0,0.0,0.0,0,0,0,2,2,2,0,2,0
70,1.0,10.0,1.0,8.0,9.0,10.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
71,7.0,6.0,9.0,2.0,9.0,13.0,1.0,1.0,0.0,0.0,1,0,0,2,0,2,0,0,1
72,6.0,5.0,7.0,6.0,11.0,10.0,2.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
73,5.0,4.0,1.0,6.0,8.0,6.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
74,10.0,8.0,5.0,1.0,3.0,9.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
75,1.0,7.0,2.0,9.0,23.0,12.0,3.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,1
76,7.0,3.0,6.0,6.0,13.0,12.0,2.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
77,4.0,5.0,7.0,2.0,8.0,16.0,1.0,2.0,0.0,0.0,2,0,0,2,0,2,0,0,2
78,7.0,2.0,4.0,2.0,8.0,8.0,2.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
79,8.0,0.0,9.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
80,6.0,3.0,9.0,5.0,14.0,9.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
81,4.0,3.0,6.0,2.0,9.0,14.0,1.0,2.0,0.0,0.0,0,0,0,2,2,2,2,2,0
82,5.0,4.0,5.0,3.0,13.0,23.0,3.0,3.0,0.0,0.0,2,0,1,2,2,1,2,2,2
83,8.0,2.0,4.0,2.0,9.0,7.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
84,7.0,3.0,4.0,3.0,11.0,11.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
85,2.0,4.0,5.0,4.0,7.0,13.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
86,3.0,2.0,1.0,4.0,13.0,19.0,3.0,3.0,0.0,0.0,1,0,2,1,2,1,2,2,1
87,3.0,7.0,2.0,11.0,12.0,15.0,3.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
88,5.0,1.0,9.0,2.0,18.0,13.0,2.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
89,4.0,6.0,5.0,6.0,9.0,11.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
90,2.0,2.0,4.0,5.0,17.0,13.0,2.0,2.0,0.0,0.0,2,0,1,2,2,1,2,2,2
91,7.0,0.0,7.0,1.0,12.0,13.0,1.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
92,7.0,4.0,7.0,1.0,12.0,11.0,0.0,3.0,0.0,0.0,0,0,2,2,2,2,2,2,0
93,4.0,4.0,6.0,3.0,10.0,11.0,0.0,2.0,0.0,0.0,0,0,0,2,2,2,0,2,0
94,2.0,2.0,4.0,4.0,13.0,11.0,3.0,1.0,0.0,0.0,1,0,1,0,2,1,2,2,1
95,8.0,4.0,4.0,14.0,7.0,3.0,1.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
96,2.0,6.0,5.0,6.0,10.0,7.0,3.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
97,7.0,0.0,9.0,1.0,10.0,14.0,3.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
98,4.0,4.0,4.0,3.0,14.0,18.0,3.0,1.0,0.0,0.0,2,0,0,0,2,0,0,0,2
99,3.0,3.0,7.0,3.0,8.0,13.0,1.0,3.0,0.0,0.0,0,0,0,2,0,2,0,0,0
100,5.0,5.0,6.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0,0,2,0,2,0,0,1
101,7.0,3.0,8.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
102,4.0,0.0,8.0,2.0,9.0,12.0,2.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
103,10.0,2.0,8.0,3.0,7.0,7.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
104,8.0,6.0,9.0,7.0,11.0,11.0,0.0,2.0,0.0,1.0,2,0,2,2,2,2,2,2,2
105,1.0,2.0,2.0,9.0,15.0,11.0,2.0,1.0,0.0,0.0,2,0,2,2,2,1,2,2,2
106,7.0,7.0,2.0,11.0,14.0,8.0,2.0,1.0,0.0,0.0,2,0,2,2,2,0,2,2,2
107,6.0,2.0,3.0,4.0,16.0,14.0,3.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
108,4.0,2.0,7.0,3.0,11.0,12.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
109,2.0,6.0,6.0,4.0,8.0,10.0,1.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,1
110,11.0,3.0,7.0,6.0,14.0,11.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
111,5.0,5.0,3.0,6.0,12.0,8.0,1.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
112,3.0,3.0,9.0,4.0,11.0,8.0,2.0,1.0,0.0,0.0,1,0,0,2,0,1,0,0,1
113,5.0,4.0,9.0,2.0,10.0,13.0,2.0,1.0,0.0,0.0,0,0,0,2,0,2,0,0,0
114,5.0,5.0,6.0,7.0,12.0,6.0,4.0,2.0,0.0,0.0,0,0,1,0,2,0,2,2,0
115,4.0,3.0,5.0,0.0,9.0,11.0,0.0,2.0,0.0,0.0,2,0,0,2,2,2,2,2,2
116,5.0,5.0,3.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
117,4.0,7.0,2.0,19.0,10.0,5.0,1.0,2.0,0.0,0.0,0,0,2,2,2,0,2,2,0
118,3.0,4.0,3.0,6.0,10.0,17.0,3.0,3.0,0.0,1.0,1,0,2,2,2,2,2,2,1
119,9.0,7.0,8.0,7.0,16.0,6.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
120,3.0,4.0,8.0,4.0,13.0,12.0,3.0,3.0,0.0,0.0,2,0,0,0,0,1,0,0,2
121,7.0,0.0,3.0,0.0,11.0,11.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
122,6.0,4.0,13.0,4.0,10.0,8.0,2.0,1.0,0.0,0.0,1,0,0,2,2,2,0,0,1
123,10.0,6.0,14.0,5.0,9.0,3.0,0.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
124,10.0,2.0,9.0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
125,3.0,5.0,5.0,10.0,12.0,10.0,1.0,3.0,0.0,0.0,2,0,1,2,2,0,2,2,2
126,4.0,6.0,13.0,3.0,16.0,10.0,2.0,2.0,0.0,0.0,2,0,0,0,0,0,0,0,2
127,5.0,2.0,9.0,0.0,6.0,11.0,2.0,4.0,1.0,0.0,2,0,0,0,0,2,0,0,2
128,7.0,2.0,3.0,3.0,10.0,11.0,2.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
129,5.0,8.0,4.0,9.0,15.0,11.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
130,2.0,8.0,8.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
131,1.0,2.0,4.0,6.0,20.0,13.0,5.0,2.0,0.0,0.0,0,0,1,0,1,1,2,2,0
132,4.0,3.0,3.0,5.0,6.0,12.0,3.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
133,5.0,4.0,8.0,2.0,7.0,10.0,1.0,0.0,0.0,0.0,0,0,0,2,0,2,0,0,0
134,2.0,6.0,2.0,5.0,10.0,7.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
135,5.0,6.0,5.0,3.0,10.0,8.0,0.0,0.0,0.0,0.0,0,0,0,2,0,2,0,0,0
136,6.0,8.0,10.0,2.0,9.0,7.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
137,9.0,3.0,3.0,5.0,12.0,8.0,2.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
138,7.0,5.0,6.0,0.0,8.0,8.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
139,2.0,0.0,1.0,5.0,11.0,13.0,1.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
140,8.0,5.0,9.0,2.0,8.0,7.0,1.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
141,6.0,6.0,7.0,2.0,9.0,8.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
142,3.0,2.0,5.0,3.0,14.0,11.0,3.0,2.0,0.0,0.0,2,0,1,2,2,1,2,2,2
143,2.0,4.0,6.0,4.0,5.0,6.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
144,2.0,2.0,11.0,4.0,14.0,11.0,2.0,7.0,0.0,0.0,0,0,1,1,1,1,0,0,0
145,7.0,9.0,10.0,3.0,9.0,10.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
146,2.0,6.0,2.0,3.0,12.0,12.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
147,3.0,5.0,7.0,3.0,14.0,11.0,2.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
148,6.0,3.0,9.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,2,0,0,2,2,2,2,2,2
149,3.0,2.0,8.0,7.0,13.0,7.0,2.0,2.0,0.0,0.0,0,0,1,2,2,1,2,2,0
150,1.0,7.0,2.0,5.0,12.0,9.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
151,5.0,4.0,5.0,3.0,15.0,7.0,1.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
152,3.0,5.0,4.0,3.0,8.0,13.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
153,2.0,4.0,12.0,5.0,13.0,7.0,2.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0
154,7.0,4.0,11.0,1.0,9.0,11.0,1.0,0.0,0.0,1.0,2,0,2,2,2,2,2,2,2
155,7.0,6.0,5.0,3.0,13.0,18.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
156,4.0,5.0,9.0,3.0,13.0,10.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
157,3.0,3.0,7.0,5.0,11.0,13.0,0.0,1.0,0.0,0.0,2,0,1,2,2,2,2,2,2
158,7.0,6.0,3.0,2.0,16.0,18.0,4.0,3.0,0.0,0.0,0,0,0,0,2,0,2,2,0
159,0.0,6.0,7.0,1.0,16.0,15.0,3.0,0.0,0.0,1.0,0,0,0,2,0,0,0,0,0
160,3.0,6.0,1.0,11.0,10.0,6.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
161,6.0,5.0,15.0,4.0,11.0,13.0,1.0,2.0,0.0,0.0,2,0,0,2,0,2,0,0,2
162,2.0,1.0,10.0,4.0,12.0,13.0,3.0,1.0,0.0,1.0,2,0,1,2,2,2,2,2,2
163,1.0,9.0,4.0,6.0,6.0,8.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
164,5.0,3.0,7.0,1.0,18.0,16.0,4.0,2.0,0.0,0.0,0,0,1,1,2,1,2,2,0
165,1.0,5.0,7.0,6.0,16.0,15.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
166,3.0,10.0,3.0,9.0,8.0,16.0,1.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,1
167,2.0,1.0,8.0,2.0,8.0,10.0,1.0,0.0,0.0,0.0,0,0,1,2,1,2,0,0,0
168,4.0,9.0,5.0,7.0,18.0,4.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
169,12.0,1.0,10.0,4.0,15.0,9.0,1.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
170,5.0,7.0,3.0,4.0,13.0,8.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
171,7.0,2.0,1.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
172,3.0,5.0,5.0,3.0,18.0,14.0,6.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
173,8.0,3.0,7.0,3.0,11.0,7.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
174,6.0,0.0,8.0,5.0,17.0,13.0,2.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
175,6.0,3.0,3.0,10.0,13.0,14.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
176,7.0,2.0,7.0,10.0,11.0,12.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
177,5.0,3.0,3.0,4.0,13.0,17.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
178,0.0,6.0,6.0,4.0,11.0,8.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
179,7.0,2.0,5.0,1.0,19.0,10.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
180,5.0,2.0,2.0,4.0,3.0,9.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
181,5.0,2.0,6.0,2.0,15.0,8.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
182,2.0,8.0,2.0,4.0,14.0,10.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0
183,11.0,8.0,2.0,7.0,7.0,10.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
184,5.0,8.0,2.0,5.0,15.0,9.0,3.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,1
185,5.0,6.0,6.0,2.0,11.0,9.0,1.0,1.0,0.0,0.0,1,0,0,2,0,0,0,0,1
186,5.0,3.0,6.0,6.0,15.0,10.0,4.0,1.0,0.0,0.0,2,0,2,2,2,1,2,2,2
187,4.0,14.0,0.0,7.0,9.0,12.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
188,6.0,6.0,2.0,5.0,5.0,9.0,0.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
189,1.0,3.0,2.0,5.0,13.0,12.0,3.0,2.0,0.0,1.0,1,0,2,2,2,1,2,2,1
190,6.0,4.0,3.0,7.0,13.0,12.0,0.0,5.0,0.0,0.0,1,0,2,2,2,2,2,2,1
191,5.0,4.0,2.0,7.0,18.0,18.0,4.0,3.0,0.0,0.0,0,0,2,1,2,1,2,2,0
192,6.0,4.0,8.0,2.0,15.0,17.0,2.0,2.0,0.0,0.0,1,0,1,2,2,2,2,2,1
193,2.0,3.0,8.0,3.0,13.0,12.0,2.0,1.0,0.0,0.0,0,0,0,2,0,1,0,0,0
194,4.0,9.0,6.0,5.0,14.0,17.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
195,2.0,7.0,2.0,10.0,14.0,6.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
196,3.0,10.0,4.0,4.0,11.0,11.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0
197,4.0,1.0,9.0,6.0,8.0,6.0,3.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
198,5.0,2.0,7.0,3.0,7.0,15.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
199,6.0,2.0,4.0,5.0,11.0,11.0,1.0,2.0,0.0,1.0,2,0,2,2,2,2,2,2,2
200,3.0,2.0,2.0,3.0,10.0,10.0,0.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
201,4.0,2.0,9.0,3.0,13.0,9.0,3.0,5.0,0.0,0.0,0,0,1,1,2,1,2,2,0
202,3.0,3.0,6.0,2.0,14.0,7.0,2.0,0.0,0.0,0.0,1,0,0,2,2,2,0,0,1
203,4.0,3.0,4.0,5.0,9.0,7.0,2.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
204,5.0,2.0,7.0,6.0,13.0,4.0,0.0,2.0,0.0,1.0,2,0,2,2,2,2,2,2,2
205,1.0,8.0,2.0,5.0,14.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
206,0.0,9.0,3.0,4.0,10.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
207,5.0,3.0,1.0,2.0,13.0,14.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
208,10.0,4.0,11.0,1.0,12.0,17.0,1.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
209,4.0,4.0,5.0,4.0,9.0,10.0,2.0,4.0,0.0,0.0,2,0,0,2,2,2,2,2,2
210,2.0,2.0,6.0,3.0,12.0,12.0,3.0,3.0,0.0,0.0,0,0,1,1,1,1,0,0,0
211,3.0,2.0,4.0,5.0,14.0,13.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
212,6.0,1.0,5.0,2.0,13.0,11.0,3.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
213,4.0,8.0,10.0,3.0,9.0,5.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
214,3.0,1.0,5.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,1,0,2,2,2,2,2,2,1
215,8.0,2.0,8.0,3.0,12.0,11.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
216,1.0,5.0,5.0,2.0,12.0,19.0,4.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
217,6.0,3.0,3.0,6.0,9.0,1.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
218,9.0,3.0,6.0,7.0,5.0,14.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
219,7.0,3.0,9.0,5.0,10.0,9.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
220,2.0,5.0,9.0,6.0,17.0,12.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
221,3.0,2.0,6.0,3.0,12.0,8.0,2.0,3.0,0.0,0.0,2,0,1,2,2,2,2,2,2
222,2.0,3.0,1.0,2.0,19.0,11.0,3.0,1.0,0.0,0.0,1,0,0,0,2,0,0,2,1
223,2.0,6.0,3.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
224,1.0,3.0,7.0,4.0,11.0,12.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
225,4.0,3.0,12.0,3.0,5.0,18.0,2.0,1.0,0.0,1.0,0,0,1,2,2,2,0,2,0
226,2.0,5.0,0.0,10.0,13.0,19.0,2.0,2.0,0.0,0.0,2,0,1,0,2,0,2,2,2
227,7.0,2.0,8.0,2.0,12.0,17.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
228,6.0,7.0,2.0,5.0,14.0,10.0,2.0,0.0,0.0,0.0,0,0,0,0,2,0,2,2,0
229,5.0,3.0,2.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
230,4.0,2.0,5.0,3.0,9.0,8.0,3.0,0.0,0.0,1.0,1,0,2,2,2,2,2,2,1
231,13.0,4.0,10.0,3.0,15.0,6.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
