,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,knn,rfc,log,gb,sgd,lda,svc,mlp,result
19325,4.0,8.0,1.0,5.0,16.0,15.0,1.0,3.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19326,9.0,4.0,4.0,4.0,14.0,11.0,3.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19327,4.0,1.0,9.0,4.0,8.0,18.0,1.0,1.0,1.0,0.0,1,0,1,0,0,2,1,0,1
19328,6.0,7.0,7.0,8.0,15.0,8.0,3.0,2.0,0.0,0.0,1,0,0,0,2,0,0,0,1
19329,12.0,8.0,3.0,9.0,7.0,10.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19330,17.0,7.0,8.0,4.0,4.0,7.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19331,12.0,8.0,10.0,2.0,11.0,4.0,1.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19332,4.0,12.0,3.0,14.0,15.0,14.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19333,3.0,10.0,5.0,6.0,11.0,10.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19334,9.0,5.0,2.0,6.0,17.0,21.0,0.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19335,12.0,7.0,13.0,3.0,10.0,13.0,2.0,3.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19336,5.0,3.0,7.0,4.0,17.0,12.0,3.0,2.0,0.0,0.0,2,0,1,2,2,2,2,2,2
19337,12.0,2.0,12.0,2.0,12.0,6.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19338,8.0,7.0,8.0,2.0,10.0,9.0,0.0,2.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19339,5.0,5.0,6.0,7.0,15.0,13.0,3.0,1.0,0.0,0.0,2,0,1,0,2,0,2,2,2
19340,7.0,8.0,5.0,5.0,17.0,8.0,5.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19341,10.0,8.0,8.0,5.0,7.0,17.0,1.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19342,9.0,6.0,5.0,3.0,18.0,10.0,0.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19343,13.0,11.0,8.0,8.0,11.0,13.0,2.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19344,10.0,6.0,8.0,2.0,13.0,19.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19345,3.0,0.0,3.0,3.0,9.0,18.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19346,9.0,0.0,5.0,3.0,14.0,20.0,1.0,5.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19347,5.0,13.0,3.0,9.0,8.0,8.0,2.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0
19348,6.0,7.0,4.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,2,0,2,0,2,0,2,2,2
19349,1.0,7.0,9.0,6.0,8.0,14.0,1.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0
19350,9.0,9.0,6.0,8.0,10.0,10.0,0.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,1
19351,4.0,8.0,6.0,7.0,17.0,12.0,3.0,2.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19352,4.0,6.0,6.0,6.0,9.0,9.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19353,0.0,8.0,3.0,2.0,9.0,9.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19354,7.0,10.0,6.0,7.0,8.0,17.0,3.0,2.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19355,7.0,4.0,5.0,5.0,12.0,7.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19356,10.0,5.0,6.0,5.0,11.0,12.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19357,9.0,4.0,9.0,3.0,13.0,12.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19358,14.0,4.0,2.0,4.0,10.0,15.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19359,3.0,3.0,11.0,5.0,18.0,9.0,2.0,4.0,0.0,0.0,1,0,1,1,1,1,0,0,1
19360,5.0,2.0,5.0,8.0,14.0,10.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19361,6.0,3.0,9.0,1.0,13.0,16.0,1.0,4.0,1.0,0.0,1,0,0,0,0,2,0,0,1
19362,6.0,3.0,7.0,3.0,15.0,13.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19363,2.0,3.0,0.0,2.0,11.0,12.0,1.0,1.0,0.0,0.0,0,0,0,2,2,0,2,2,0
19364,8.0,4.0,4.0,1.0,16.0,10.0,3.0,3.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19365,6.0,4.0,10.0,2.0,11.0,14.0,4.0,3.0,0.0,0.0,0,0,0,1,0,1,0,0,0
19366,6.0,4.0,3.0,4.0,15.0,15.0,1.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19367,7.0,2.0,7.0,4.0,7.0,20.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19368,7.0,7.0,6.0,3.0,7.0,11.0,0.0,1.0,0.0,0.0,1,0,0,2,0,2,0,0,1
19369,9.0,6.0,6.0,5.0,14.0,22.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19370,7.0,6.0,8.0,9.0,11.0,6.0,3.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,2
19371,3.0,4.0,6.0,7.0,13.0,8.0,1.0,0.0,0.0,0.0,1,0,1,2,2,0,2,2,1
19372,7.0,7.0,4.0,5.0,15.0,15.0,2.0,2.0,0.0,0.0,0,0,0,2,2,0,2,2,0
19373,3.0,7.0,4.0,3.0,16.0,9.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19374,7.0,6.0,8.0,3.0,13.0,13.0,2.0,1.0,0.0,0.0,1,0,0,2,2,2,0,0,1
19375,3.0,2.0,2.0,3.0,11.0,14.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19376,2.0,11.0,4.0,5.0,12.0,9.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19377,12.0,3.0,8.0,2.0,9.0,12.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19378,8.0,5.0,7.0,4.0,10.0,15.0,1.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19379,8.0,6.0,8.0,5.0,17.0,8.0,3.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19380,7.0,7.0,6.0,7.0,16.0,22.0,1.0,2.0,0.0,0.0,1,0,1,2,2,2,2,2,1
19381,10.0,2.0,9.0,1.0,13.0,16.0,2.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19382,15.0,7.0,9.0,4.0,7.0,19.0,1.0,4.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19383,12.0,5.0,9.0,1.0,11.0,7.0,1.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19384,8.0,2.0,5.0,2.0,8.0,16.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19385,5.0,7.0,5.0,1.0,9.0,5.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19386,6.0,2.0,7.0,3.0,9.0,17.0,1.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19387,3.0,8.0,4.0,3.0,17.0,21.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19388,5.0,3.0,4.0,6.0,16.0,13.0,3.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19389,4.0,5.0,3.0,2.0,8.0,6.0,0.0,1.0,0.0,1.0,0,0,2,2,2,2,2,2,0
19390,18.0,7.0,2.0,6.0,9.0,13.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19391,9.0,3.0,2.0,7.0,12.0,15.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19392,8.0,8.0,11.0,6.0,16.0,17.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19393,2.0,11.0,0.0,8.0,13.0,11.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19394,2.0,10.0,3.0,6.0,19.0,10.0,2.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19395,9.0,5.0,7.0,8.0,33.0,5.0,3.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19396,10.0,7.0,11.0,2.0,11.0,16.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,0,0,0
19397,5.0,9.0,4.0,7.0,16.0,10.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19398,6.0,8.0,1.0,1.0,21.0,17.0,2.0,3.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19399,5.0,1.0,7.0,0.0,15.0,26.0,5.0,3.0,0.0,0.0,2,0,1,1,2,1,2,2,2
19400,6.0,2.0,9.0,0.0,14.0,13.0,1.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19401,7.0,11.0,5.0,4.0,11.0,16.0,2.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19402,9.0,9.0,5.0,3.0,12.0,15.0,1.0,1.0,0.0,0.0,2,0,0,2,0,0,0,0,2
19403,4.0,1.0,2.0,4.0,13.0,10.0,2.0,2.0,1.0,0.0,1,0,2,0,2,2,2,2,1
19404,14.0,3.0,5.0,5.0,11.0,14.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19405,9.0,3.0,12.0,3.0,10.0,13.0,0.0,1.0,1.0,0.0,0,0,2,0,2,2,1,2,0
19406,11.0,3.0,7.0,3.0,3.0,13.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19407,8.0,2.0,6.0,6.0,9.0,10.0,3.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19408,6.0,8.0,7.0,5.0,18.0,23.0,2.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19409,4.0,2.0,10.0,2.0,6.0,12.0,0.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19410,11.0,4.0,12.0,7.0,9.0,9.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19411,12.0,6.0,9.0,3.0,12.0,12.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19412,9.0,4.0,6.0,5.0,10.0,8.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19413,4.0,5.0,7.0,7.0,10.0,10.0,0.0,1.0,0.0,0.0,2,0,0,2,2,2,0,2,2
19414,7.0,5.0,9.0,5.0,15.0,17.0,1.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19415,6.0,7.0,5.0,11.0,13.0,11.0,2.0,1.0,0.0,0.0,2,0,2,0,2,0,2,2,2
19416,7.0,4.0,5.0,4.0,15.0,13.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19417,8.0,3.0,2.0,6.0,7.0,13.0,2.0,3.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19418,9.0,6.0,6.0,6.0,12.0,19.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19419,9.0,5.0,5.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19420,5.0,4.0,7.0,6.0,17.0,10.0,0.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19421,11.0,3.0,6.0,4.0,12.0,12.0,1.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19422,5.0,5.0,4.0,4.0,22.0,13.0,3.0,2.0,0.0,0.0,0,0,1,0,2,0,2,2,0
19423,7.0,11.0,5.0,13.0,17.0,14.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19424,3.0,8.0,9.0,2.0,16.0,14.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19425,7.0,5.0,6.0,4.0,17.0,24.0,4.0,4.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19426,5.0,7.0,3.0,5.0,19.0,12.0,5.0,5.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19427,6.0,3.0,3.0,3.0,14.0,13.0,2.0,3.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19428,5.0,5.0,5.0,1.0,10.0,10.0,1.0,3.0,0.0,0.0,2,0,0,2,0,2,0,0,2
19429,6.0,2.0,7.0,4.0,15.0,15.0,2.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19430,6.0,1.0,7.0,2.0,14.0,18.0,3.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19431,3.0,4.0,8.0,4.0,15.0,16.0,0.0,0.0,0.0,0.0,1,0,0,2,0,2,0,0,1
19432,7.0,3.0,3.0,1.0,13.0,11.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19433,2.0,4.0,7.0,4.0,15.0,12.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19434,9.0,4.0,7.0,2.0,9.0,17.0,0.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19435,7.0,8.0,7.0,11.0,15.0,14.0,1.0,2.0,0.0,0.0,0,0,2,0,2,0,2,2,0
19436,11.0,2.0,8.0,2.0,10.0,13.0,3.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19437,13.0,6.0,9.0,2.0,12.0,20.0,2.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19438,5.0,12.0,12.0,9.0,13.0,6.0,1.0,2.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19439,8.0,4.0,3.0,7.0,7.0,11.0,3.0,2.0,2.0,1.0,1,0,2,0,2,2,1,2,1
19440,4.0,10.0,2.0,7.0,9.0,9.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19441,10.0,7.0,7.0,4.0,8.0,18.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19442,6.0,6.0,4.0,7.0,15.0,9.0,2.0,1.0,0.0,0.0,1,0,2,2,2,0,2,2,1
19443,3.0,11.0,4.0,3.0,14.0,12.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19444,8.0,4.0,3.0,5.0,10.0,17.0,1.0,4.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19445,11.0,10.0,10.0,6.0,8.0,6.0,2.0,2.0,0.0,1.0,1,0,2,2,2,2,2,2,1
19446,6.0,6.0,3.0,2.0,13.0,22.0,1.0,4.0,0.0,0.0,2,0,0,2,2,2,2,2,2
19447,2.0,5.0,3.0,3.0,10.0,16.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19448,6.0,7.0,8.0,6.0,13.0,14.0,0.0,3.0,0.0,1.0,1,0,2,2,2,2,2,2,1
19449,10.0,2.0,12.0,3.0,9.0,11.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19450,3.0,7.0,10.0,2.0,14.0,13.0,0.0,5.0,1.0,1.0,0,0,0,1,0,0,0,0,0
19451,9.0,7.0,4.0,4.0,10.0,17.0,1.0,4.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19452,5.0,3.0,2.0,6.0,12.0,16.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19453,12.0,8.0,3.0,6.0,9.0,12.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19454,5.0,3.0,6.0,3.0,10.0,12.0,2.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19455,3.0,4.0,6.0,5.0,18.0,9.0,1.0,1.0,0.0,0.0,0,0,0,2,2,0,0,0,0
19456,7.0,18.0,9.0,7.0,14.0,13.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19457,3.0,11.0,2.0,9.0,4.0,7.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19458,13.0,7.0,5.0,7.0,5.0,7.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19459,4.0,6.0,8.0,2.0,5.0,16.0,0.0,3.0,0.0,0.0,2,0,0,2,0,0,0,0,2
19460,2.0,5.0,4.0,8.0,7.0,8.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19461,13.0,4.0,2.0,0.0,11.0,8.0,1.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19462,4.0,3.0,5.0,6.0,18.0,11.0,0.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19463,5.0,13.0,5.0,4.0,10.0,6.0,3.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0
19464,3.0,4.0,7.0,3.0,12.0,11.0,3.0,4.0,0.0,1.0,2,0,1,2,2,2,2,2,2
19465,5.0,3.0,11.0,7.0,8.0,10.0,2.0,3.0,0.0,0.0,2,0,1,2,2,2,2,2,2
19466,11.0,1.0,4.0,1.0,13.0,16.0,2.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19467,10.0,7.0,8.0,7.0,8.0,12.0,0.0,3.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19468,9.0,2.0,14.0,3.0,8.0,10.0,1.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19469,8.0,3.0,13.0,7.0,15.0,11.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19470,6.0,2.0,4.0,7.0,17.0,11.0,2.0,4.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19471,1.0,4.0,1.0,6.0,12.0,16.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0
19472,5.0,1.0,4.0,4.0,14.0,12.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19473,21.0,5.0,16.0,1.0,7.0,7.0,1.0,1.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19474,3.0,7.0,3.0,9.0,4.0,11.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19475,9.0,2.0,8.0,7.0,19.0,13.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19476,5.0,6.0,2.0,6.0,17.0,18.0,2.0,1.0,0.0,0.0,0,0,0,0,2,0,2,2,0
19477,5.0,5.0,7.0,5.0,14.0,6.0,3.0,1.0,0.0,0.0,2,0,0,0,2,0,0,0,2
19478,7.0,9.0,6.0,10.0,9.0,5.0,1.0,1.0,0.0,0.0,0,0,0,0,2,0,2,2,0
19479,5.0,5.0,6.0,3.0,7.0,26.0,1.0,3.0,0.0,0.0,1,0,0,2,0,2,0,0,1
19480,0.0,4.0,4.0,3.0,13.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19481,5.0,5.0,9.0,6.0,14.0,15.0,1.0,2.0,0.0,0.0,1,0,1,2,2,2,0,0,1
19482,8.0,5.0,6.0,2.0,14.0,9.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19483,6.0,9.0,8.0,6.0,11.0,8.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19484,13.0,8.0,6.0,7.0,13.0,13.0,2.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19485,6.0,5.0,5.0,10.0,15.0,20.0,2.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19486,3.0,6.0,5.0,5.0,15.0,15.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19487,7.0,3.0,8.0,2.0,11.0,15.0,2.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19488,3.0,4.0,2.0,7.0,14.0,15.0,0.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19489,4.0,3.0,4.0,2.0,11.0,15.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19490,4.0,4.0,4.0,2.0,11.0,14.0,0.0,0.0,0.0,0.0,1,0,0,2,2,2,0,2,1
19491,3.0,6.0,4.0,9.0,12.0,13.0,0.0,1.0,0.0,0.0,2,0,0,0,2,0,0,0,2
19492,6.0,2.0,4.0,8.0,9.0,18.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19493,10.0,2.0,10.0,9.0,13.0,9.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19494,6.0,5.0,6.0,5.0,11.0,11.0,1.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19495,6.0,4.0,7.0,2.0,14.0,12.0,1.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19496,14.0,3.0,5.0,3.0,9.0,11.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19497,2.0,5.0,4.0,6.0,11.0,19.0,0.0,3.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19498,7.0,3.0,5.0,5.0,7.0,11.0,1.0,5.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19499,3.0,4.0,4.0,8.0,18.0,15.0,4.0,2.0,0.0,0.0,1,0,1,0,2,0,2,2,1
19500,11.0,3.0,4.0,1.0,8.0,10.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19501,2.0,9.0,1.0,9.0,7.0,7.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19502,6.0,12.0,4.0,8.0,13.0,12.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19503,6.0,4.0,13.0,3.0,14.0,16.0,3.0,1.0,0.0,0.0,0,0,0,1,0,2,0,0,0
19504,8.0,10.0,8.0,9.0,18.0,10.0,3.0,7.0,0.0,0.0,1,0,0,0,2,0,0,0,1
19505,3.0,1.0,6.0,3.0,11.0,12.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19506,8.0,6.0,3.0,10.0,9.0,13.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19507,8.0,11.0,11.0,6.0,13.0,11.0,1.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19508,8.0,3.0,7.0,5.0,19.0,11.0,2.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19509,10.0,4.0,5.0,2.0,12.0,14.0,1.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19510,6.0,8.0,7.0,9.0,14.0,10.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19511,6.0,5.0,8.0,8.0,13.0,13.0,0.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19512,6.0,5.0,7.0,3.0,12.0,10.0,1.0,2.0,0.0,0.0,2,0,0,2,2,2,2,2,2
19513,4.0,11.0,2.0,8.0,13.0,6.0,0.0,1.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19514,10.0,3.0,7.0,4.0,12.0,20.0,0.0,5.0,1.0,0.0,1,0,2,0,2,2,2,2,1
19515,3.0,4.0,6.0,4.0,14.0,18.0,3.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19516,9.0,7.0,8.0,7.0,6.0,11.0,1.0,0.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19517,9.0,2.0,7.0,5.0,12.0,6.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19518,1.0,13.0,1.0,7.0,9.0,13.0,0.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,1
19519,14.0,6.0,5.0,8.0,12.0,17.0,3.0,0.0,1.0,0.0,0,0,2,0,2,2,2,2,0
19520,8.0,3.0,6.0,2.0,8.0,11.0,2.0,5.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19521,5.0,10.0,7.0,4.0,13.0,12.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19522,10.0,2.0,5.0,3.0,13.0,13.0,1.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19523,18.0,3.0,14.0,2.0,10.0,12.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19524,6.0,9.0,5.0,4.0,16.0,21.0,2.0,4.0,0.0,0.0,2,0,0,0,0,0,0,0,2
19525,6.0,11.0,11.0,7.0,10.0,15.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19526,12.0,8.0,4.0,7.0,7.0,14.0,0.0,1.0,1.0,0.0,0,0,2,0,2,2,2,2,0
19527,7.0,4.0,8.0,7.0,8.0,13.0,1.0,2.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19528,10.0,10.0,5.0,6.0,14.0,10.0,1.0,0.0,0.0,0.0,2,0,2,0,2,0,2,2,2
19529,4.0,5.0,4.0,5.0,19.0,15.0,5.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19530,7.0,10.0,3.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19531,6.0,5.0,4.0,1.0,12.0,7.0,0.0,1.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19532,5.0,3.0,7.0,2.0,10.0,17.0,4.0,5.0,0.0,0.0,0,0,1,1,2,1,2,2,0
19533,9.0,6.0,14.0,7.0,10.0,7.0,1.0,2.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19534,7.0,8.0,6.0,1.0,14.0,6.0,0.0,2.0,0.0,1.0,0,0,2,2,2,2,2,2,0
19535,2.0,9.0,3.0,10.0,7.0,14.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
19536,5.0,5.0,10.0,3.0,12.0,18.0,1.0,1.0,0.0,0.0,2,0,0,2,0,2,0,0,2
19537,11.0,2.0,16.0,3.0,9.0,15.0,0.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19538,4.0,4.0,7.0,7.0,19.0,16.0,2.0,2.0,0.0,0.0,1,0,1,2,2,1,2,2,1
19539,13.0,4.0,12.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19540,8.0,5.0,7.0,5.0,9.0,11.0,0.0,2.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19541,6.0,6.0,3.0,4.0,17.0,9.0,2.0,1.0,0.0,0.0,0,0,2,2,2,0,2,2,0
19542,11.0,4.0,8.0,4.0,6.0,17.0,0.0,2.0,0.0,1.0,2,0,2,2,2,2,2,2,2
19543,3.0,6.0,8.0,5.0,10.0,8.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,1
19544,3.0,2.0,4.0,4.0,15.0,21.0,0.0,4.0,0.0,0.0,1,0,2,2,2,2,2,2,1
19545,10.0,3.0,7.0,0.0,7.0,17.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19546,9.0,5.0,4.0,3.0,8.0,10.0,0.0,1.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19547,9.0,1.0,11.0,1.0,7.0,10.0,0.0,2.0,0.0,1.0,1,0,2,2,2,2,2,2,1
19548,8.0,9.0,5.0,11.0,13.0,7.0,4.0,1.0,0.0,0.0,0,0,2,0,2,0,2,2,0
19549,8.0,3.0,7.0,2.0,7.0,22.0,0.0,5.0,0.0,0.0,2,0,2,2,2,2,2,2,2
19550,5.0,10.0,3.0,6.0,17.0,13.0,3.0,1.0,1.0,1.0,2,0,0,0,0,0,0,0,2
19551,4.0,3.0,7.0,7.0,8.0,9.0,2.0,1.0,0.0,0.0,0,0,2,2,2,2,2,2,0
19552,6.0,5.0,8.0,10.0,11.0,13.0,1.0,3.0,0.0,0.0,2,0,2,2,2,2,2,2,2
